X,region,time,mean,ll,ul,country,variant
76,Northern Ireland,28/11/2022,0,0,0,Northern Ireland,ct4
77,Northern Ireland,29/11/2022,0,0,0,Northern Ireland,ct4
78,Northern Ireland,30/11/2022,0,0,0,Northern Ireland,ct4
79,Northern Ireland,01/12/2022,0,0,0,Northern Ireland,ct4
80,Northern Ireland,02/12/2022,0,0,0,Northern Ireland,ct4
81,Northern Ireland,03/12/2022,0,0,0,Northern Ireland,ct4
82,Northern Ireland,04/12/2022,0,0,0,Northern Ireland,ct4
83,Northern Ireland,05/12/2022,0,0,0,Northern Ireland,ct4
84,Northern Ireland,06/12/2022,0,0,0,Northern Ireland,ct4
85,Northern Ireland,07/12/2022,0,0,0,Northern Ireland,ct4
86,Northern Ireland,08/12/2022,0,0,0,Northern Ireland,ct4
87,Northern Ireland,09/12/2022,0,0,0,Northern Ireland,ct4
88,Northern Ireland,10/12/2022,0,0,0,Northern Ireland,ct4
89,Northern Ireland,11/12/2022,0,0,0,Northern Ireland,ct4
90,Northern Ireland,12/12/2022,0,0,0,Northern Ireland,ct4
91,Northern Ireland,13/12/2022,0,0,0,Northern Ireland,ct4
92,Northern Ireland,14/12/2022,0,0,0,Northern Ireland,ct4
93,Northern Ireland,15/12/2022,0,0,0,Northern Ireland,ct4
94,Northern Ireland,16/12/2022,0,0,0,Northern Ireland,ct4
95,Northern Ireland,17/12/2022,0,0,0,Northern Ireland,ct4
96,Northern Ireland,18/12/2022,0,0,0,Northern Ireland,ct4
97,Northern Ireland,19/12/2022,0,0,0,Northern Ireland,ct4
98,Northern Ireland,20/12/2022,0,0,0,Northern Ireland,ct4
99,Northern Ireland,21/12/2022,0,0,0,Northern Ireland,ct4
100,Northern Ireland,22/12/2022,0,0,0,Northern Ireland,ct4
101,Northern Ireland,23/12/2022,0,0,0,Northern Ireland,ct4
102,Northern Ireland,24/12/2022,0,0,0,Northern Ireland,ct4
103,Northern Ireland,25/12/2022,0,0,0,Northern Ireland,ct4
104,Northern Ireland,26/12/2022,0,0,0,Northern Ireland,ct4
105,Northern Ireland,27/12/2022,0,0,0,Northern Ireland,ct4
106,Northern Ireland,28/12/2022,0,0,0,Northern Ireland,ct4
107,Northern Ireland,29/12/2022,0,0,0,Northern Ireland,ct4
108,Northern Ireland,30/12/2022,0,0,0,Northern Ireland,ct4
109,Northern Ireland,31/12/2022,0,0,0,Northern Ireland,ct4
110,Northern Ireland,01/01/2023,0,0,0,Northern Ireland,ct4
111,Northern Ireland,02/01/2023,0,0,0,Northern Ireland,ct4
112,Northern Ireland,03/01/2023,0,0,0,Northern Ireland,ct4
113,Northern Ireland,09/11/2022,0,0,0,Northern Ireland,ct7
114,Northern Ireland,10/11/2022,0,0,0,Northern Ireland,ct7
115,Northern Ireland,11/11/2022,0,0,0,Northern Ireland,ct7
116,Northern Ireland,12/11/2022,0,0,0,Northern Ireland,ct7
117,Northern Ireland,13/11/2022,0,0,0,Northern Ireland,ct7
118,Northern Ireland,14/11/2022,0,0,0,Northern Ireland,ct7
119,Northern Ireland,15/11/2022,0,0,0,Northern Ireland,ct7
120,Northern Ireland,16/11/2022,0,0,0,Northern Ireland,ct7
121,Northern Ireland,17/11/2022,0,0,0,Northern Ireland,ct7
122,Northern Ireland,18/11/2022,0,0,0,Northern Ireland,ct7
123,Northern Ireland,19/11/2022,0,0,0,Northern Ireland,ct7
124,Northern Ireland,20/11/2022,0,0,0,Northern Ireland,ct7
125,Northern Ireland,21/11/2022,0,0,0,Northern Ireland,ct7
126,Northern Ireland,22/11/2022,0,0,0,Northern Ireland,ct7
127,Northern Ireland,23/11/2022,0,0,0,Northern Ireland,ct7
128,Northern Ireland,24/11/2022,0,0,0,Northern Ireland,ct7
129,Northern Ireland,25/11/2022,0,0,0,Northern Ireland,ct7
130,Northern Ireland,26/11/2022,0,0,0,Northern Ireland,ct7
131,Northern Ireland,27/11/2022,0,0,0,Northern Ireland,ct7
132,Northern Ireland,28/11/2022,0,0,0,Northern Ireland,ct7
133,Northern Ireland,29/11/2022,0,0,0,Northern Ireland,ct7
134,Northern Ireland,30/11/2022,0,0,0,Northern Ireland,ct7
135,Northern Ireland,01/12/2022,0,0,0,Northern Ireland,ct7
136,Northern Ireland,02/12/2022,0,0,0,Northern Ireland,ct7
137,Northern Ireland,03/12/2022,0,0,0,Northern Ireland,ct7
138,Northern Ireland,04/12/2022,0,0,0,Northern Ireland,ct7
139,Northern Ireland,05/12/2022,0,0,0,Northern Ireland,ct7
140,Northern Ireland,06/12/2022,0,0,0,Northern Ireland,ct7
141,Northern Ireland,07/12/2022,0,0,0,Northern Ireland,ct7
142,Northern Ireland,08/12/2022,0,0,0,Northern Ireland,ct7
143,Northern Ireland,09/12/2022,0,0,0,Northern Ireland,ct7
144,Northern Ireland,10/12/2022,0,0,0,Northern Ireland,ct7
145,Northern Ireland,11/12/2022,0,0,0,Northern Ireland,ct7
146,Northern Ireland,12/12/2022,0,0,0,Northern Ireland,ct7
147,Northern Ireland,13/12/2022,0,0,0,Northern Ireland,ct7
148,Northern Ireland,14/12/2022,0,0,0,Northern Ireland,ct7
149,Northern Ireland,15/12/2022,0,0,0,Northern Ireland,ct7
150,Northern Ireland,16/12/2022,0,0,0,Northern Ireland,ct7
151,Northern Ireland,17/12/2022,0,0,0,Northern Ireland,ct7
152,Northern Ireland,18/12/2022,0,0,0,Northern Ireland,ct7
153,Northern Ireland,19/12/2022,0,0,0,Northern Ireland,ct7
154,Northern Ireland,20/12/2022,0,0,0,Northern Ireland,ct7
155,Northern Ireland,21/12/2022,0,0,0,Northern Ireland,ct7
156,Northern Ireland,22/12/2022,0,0,0,Northern Ireland,ct7
157,Northern Ireland,23/12/2022,0,0,0,Northern Ireland,ct7
158,Northern Ireland,24/12/2022,0,0,0,Northern Ireland,ct7
159,Northern Ireland,25/12/2022,0,0,0,Northern Ireland,ct7
160,Northern Ireland,26/12/2022,0,0,0,Northern Ireland,ct7
161,Northern Ireland,27/12/2022,0,0,0,Northern Ireland,ct7
162,Northern Ireland,28/12/2022,0,0,0,Northern Ireland,ct7
163,Northern Ireland,29/12/2022,0,0,0,Northern Ireland,ct7
164,Northern Ireland,30/12/2022,0,0,0,Northern Ireland,ct7
165,Northern Ireland,31/12/2022,0,0,0,Northern Ireland,ct7
166,Northern Ireland,01/01/2023,0,0,0,Northern Ireland,ct7
167,Northern Ireland,02/01/2023,0,0,0,Northern Ireland,ct7
168,Northern Ireland,03/01/2023,0,0,0,Northern Ireland,ct7
169,Northern Ireland,09/11/2022,0,0,0,Northern Ireland,ctnot4not7
170,Northern Ireland,10/11/2022,0,0,0,Northern Ireland,ctnot4not7
171,Northern Ireland,11/11/2022,0,0,0,Northern Ireland,ctnot4not7
172,Northern Ireland,12/11/2022,0,0,0,Northern Ireland,ctnot4not7
173,Northern Ireland,13/11/2022,0,0,0,Northern Ireland,ctnot4not7
174,Northern Ireland,14/11/2022,0,0,0,Northern Ireland,ctnot4not7
175,Northern Ireland,15/11/2022,0,0,0,Northern Ireland,ctnot4not7
176,Northern Ireland,16/11/2022,0,0,0,Northern Ireland,ctnot4not7
177,Northern Ireland,17/11/2022,0,0,0,Northern Ireland,ctnot4not7
178,Northern Ireland,18/11/2022,0,0,0,Northern Ireland,ctnot4not7
179,Northern Ireland,19/11/2022,0,0,0,Northern Ireland,ctnot4not7
180,Northern Ireland,20/11/2022,0,0,0,Northern Ireland,ctnot4not7
181,Northern Ireland,21/11/2022,0,0,0,Northern Ireland,ctnot4not7
182,Northern Ireland,22/11/2022,0,0,0,Northern Ireland,ctnot4not7
183,Northern Ireland,23/11/2022,0,0,0,Northern Ireland,ctnot4not7
184,Northern Ireland,24/11/2022,0,0,0,Northern Ireland,ctnot4not7
185,Northern Ireland,25/11/2022,0,0,0,Northern Ireland,ctnot4not7
186,Northern Ireland,26/11/2022,0,0,0,Northern Ireland,ctnot4not7
187,Northern Ireland,27/11/2022,0,0,0,Northern Ireland,ctnot4not7
188,Northern Ireland,28/11/2022,0,0,0,Northern Ireland,ctnot4not7
189,Northern Ireland,29/11/2022,0,0,0,Northern Ireland,ctnot4not7
190,Northern Ireland,30/11/2022,0,0,0,Northern Ireland,ctnot4not7
191,Northern Ireland,01/12/2022,0,0,0,Northern Ireland,ctnot4not7
192,Northern Ireland,02/12/2022,0,0,0,Northern Ireland,ctnot4not7
193,Northern Ireland,03/12/2022,0,0,0,Northern Ireland,ctnot4not7
194,Northern Ireland,04/12/2022,0,0,0,Northern Ireland,ctnot4not7
195,Northern Ireland,05/12/2022,0,0,0,Northern Ireland,ctnot4not7
196,Northern Ireland,06/12/2022,0,0,0,Northern Ireland,ctnot4not7
197,Northern Ireland,07/12/2022,0,0,0,Northern Ireland,ctnot4not7
198,Northern Ireland,08/12/2022,0,0,0,Northern Ireland,ctnot4not7
199,Northern Ireland,09/12/2022,0,0,0,Northern Ireland,ctnot4not7
200,Northern Ireland,10/12/2022,0,0,0,Northern Ireland,ctnot4not7
201,Northern Ireland,11/12/2022,0,0,0,Northern Ireland,ctnot4not7
202,Northern Ireland,12/12/2022,0,0,0,Northern Ireland,ctnot4not7
203,Northern Ireland,13/12/2022,0,0,0,Northern Ireland,ctnot4not7
204,Northern Ireland,14/12/2022,0,0,0,Northern Ireland,ctnot4not7
205,Northern Ireland,15/12/2022,0,0,0,Northern Ireland,ctnot4not7
206,Northern Ireland,16/12/2022,0,0,0,Northern Ireland,ctnot4not7
207,Northern Ireland,17/12/2022,0,0,0,Northern Ireland,ctnot4not7
208,Northern Ireland,18/12/2022,0,0,0,Northern Ireland,ctnot4not7
209,Northern Ireland,19/12/2022,0,0,0,Northern Ireland,ctnot4not7
210,Northern Ireland,20/12/2022,0,0,0,Northern Ireland,ctnot4not7
211,Northern Ireland,21/12/2022,0,0,0,Northern Ireland,ctnot4not7
212,Northern Ireland,22/12/2022,0,0,0,Northern Ireland,ctnot4not7
213,Northern Ireland,23/12/2022,0,0,0,Northern Ireland,ctnot4not7
214,Northern Ireland,24/12/2022,0,0,0,Northern Ireland,ctnot4not7
215,Northern Ireland,25/12/2022,0,0,0,Northern Ireland,ctnot4not7
216,Northern Ireland,26/12/2022,0,0,0,Northern Ireland,ctnot4not7
217,Northern Ireland,27/12/2022,0,0,0,Northern Ireland,ctnot4not7
218,Northern Ireland,28/12/2022,0,0,0,Northern Ireland,ctnot4not7
219,Northern Ireland,29/12/2022,0,0,0,Northern Ireland,ctnot4not7
220,Northern Ireland,30/12/2022,0,0,0,Northern Ireland,ctnot4not7
221,Northern Ireland,31/12/2022,0,0,0,Northern Ireland,ctnot4not7
222,Northern Ireland,01/01/2023,0,0,0,Northern Ireland,ctnot4not7
223,Northern Ireland,02/01/2023,0,0,0,Northern Ireland,ctnot4not7
224,Northern Ireland,03/01/2023,0,0,0,Northern Ireland,ctnot4not7
225,Wales,09/11/2022,0,0,0,Wales,ctall
226,Wales,10/11/2022,0,0,0,Wales,ctall
227,Wales,11/11/2022,0,0,0,Wales,ctall
228,Wales,12/11/2022,0,0,0,Wales,ctall
229,Wales,13/11/2022,0,0,0,Wales,ctall
230,Wales,14/11/2022,0,0,0,Wales,ctall
231,Wales,15/11/2022,0,0,0,Wales,ctall
232,Wales,16/11/2022,0,0,0,Wales,ctall
233,Wales,17/11/2022,0,0,0,Wales,ctall
234,Wales,18/11/2022,0,0,0,Wales,ctall
235,Wales,19/11/2022,0,0,0,Wales,ctall
236,Wales,20/11/2022,0,0,0,Wales,ctall
237,Wales,21/11/2022,0,0,0,Wales,ctall
238,Wales,22/11/2022,0,0,0,Wales,ctall
239,Wales,23/11/2022,0,0,0,Wales,ctall
240,Wales,24/11/2022,0,0,0,Wales,ctall
241,Wales,25/11/2022,0,0,0,Wales,ctall
242,Wales,26/11/2022,0,0,0,Wales,ctall
243,Wales,27/11/2022,0,0,0,Wales,ctall
244,Wales,28/11/2022,0,0,0,Wales,ctall
245,Wales,29/11/2022,0,0,0,Wales,ctall
246,Wales,30/11/2022,0,0,0,Wales,ctall
247,Wales,01/12/2022,0,0,0,Wales,ctall
248,Wales,02/12/2022,0,0,0,Wales,ctall
249,Wales,03/12/2022,0,0,0,Wales,ctall
250,Wales,04/12/2022,0,0,0,Wales,ctall
251,Wales,05/12/2022,0,0,0,Wales,ctall
252,Wales,06/12/2022,0,0,0,Wales,ctall
253,Wales,07/12/2022,0,0,0,Wales,ctall
254,Wales,08/12/2022,0,0,0,Wales,ctall
255,Wales,09/12/2022,0,0,0,Wales,ctall
256,Wales,10/12/2022,0,0,0,Wales,ctall
257,Wales,11/12/2022,0,0,0,Wales,ctall
258,Wales,12/12/2022,0,0,0,Wales,ctall
259,Wales,13/12/2022,0,0,0,Wales,ctall
260,Wales,14/12/2022,0,0,0,Wales,ctall
261,Wales,15/12/2022,0,0,0,Wales,ctall
262,Wales,16/12/2022,0,0,0,Wales,ctall
263,Wales,17/12/2022,0,0,0,Wales,ctall
264,Wales,18/12/2022,0,0,0,Wales,ctall
265,Wales,19/12/2022,0,0,0,Wales,ctall
266,Wales,20/12/2022,0,0,0,Wales,ctall
267,Wales,21/12/2022,0,0,0,Wales,ctall
268,Wales,22/12/2022,0,0,0,Wales,ctall
269,Wales,23/12/2022,0,0,0,Wales,ctall
270,Wales,24/12/2022,0,0,0,Wales,ctall
271,Wales,25/12/2022,0,0,0,Wales,ctall
272,Wales,26/12/2022,0,0,0,Wales,ctall
273,Wales,27/12/2022,0,0,0,Wales,ctall
274,Wales,28/12/2022,0,0,0,Wales,ctall
275,Wales,29/12/2022,0,0,0,Wales,ctall
276,Wales,30/12/2022,0,0,0,Wales,ctall
277,Wales,31/12/2022,0,0,0,Wales,ctall
278,Wales,01/01/2023,0,0,0,Wales,ctall
279,Wales,02/01/2023,0,0,0,Wales,ctall
280,Wales,03/01/2023,0,0,0,Wales,ctall
281,Wales,09/11/2022,0,0,0,Wales,ct4
282,Wales,10/11/2022,0,0,0,Wales,ct4
283,Wales,11/11/2022,0,0,0,Wales,ct4
284,Wales,12/11/2022,0,0,0,Wales,ct4
285,Wales,13/11/2022,0,0,0,Wales,ct4
286,Wales,14/11/2022,0,0,0,Wales,ct4
287,Wales,15/11/2022,0,0,0,Wales,ct4
288,Wales,16/11/2022,0,0,0,Wales,ct4
289,Wales,17/11/2022,0,0,0,Wales,ct4
290,Wales,18/11/2022,0,0,0,Wales,ct4
291,Wales,19/11/2022,0,0,0,Wales,ct4
292,Wales,20/11/2022,0,0,0,Wales,ct4
293,Wales,21/11/2022,0,0,0,Wales,ct4
294,Wales,22/11/2022,0,0,0,Wales,ct4
295,Wales,23/11/2022,0,0,0,Wales,ct4
296,Wales,24/11/2022,0,0,0,Wales,ct4
297,Wales,25/11/2022,0,0,0,Wales,ct4
298,Wales,26/11/2022,0,0,0,Wales,ct4
299,Wales,27/11/2022,0,0,0,Wales,ct4
300,Wales,28/11/2022,0,0,0,Wales,ct4
301,Wales,29/11/2022,0,0,0,Wales,ct4
302,Wales,30/11/2022,0,0,0,Wales,ct4
303,Wales,01/12/2022,0,0,0,Wales,ct4
304,Wales,02/12/2022,0,0,0,Wales,ct4
305,Wales,03/12/2022,0,0,0,Wales,ct4
306,Wales,04/12/2022,0,0,0,Wales,ct4
307,Wales,05/12/2022,0,0,0,Wales,ct4
308,Wales,06/12/2022,0,0,0,Wales,ct4
309,Wales,07/12/2022,0,0,0,Wales,ct4
310,Wales,08/12/2022,0,0,0,Wales,ct4
311,Wales,09/12/2022,0,0,0,Wales,ct4
312,Wales,10/12/2022,0,0,0,Wales,ct4
313,Wales,11/12/2022,0,0,0,Wales,ct4
314,Wales,12/12/2022,0,0,0,Wales,ct4
315,Wales,13/12/2022,0,0,0,Wales,ct4
316,Wales,14/12/2022,0,0,0,Wales,ct4
317,Wales,15/12/2022,0,0,0,Wales,ct4
318,Wales,16/12/2022,0,0,0,Wales,ct4
319,Wales,17/12/2022,0,0,0,Wales,ct4
320,Wales,18/12/2022,0,0,0,Wales,ct4
321,Wales,19/12/2022,0,0,0,Wales,ct4
322,Wales,20/12/2022,0,0,0,Wales,ct4
323,Wales,21/12/2022,0,0,0,Wales,ct4
324,Wales,22/12/2022,0,0,0,Wales,ct4
325,Wales,23/12/2022,0,0,0,Wales,ct4
326,Wales,24/12/2022,0,0,0,Wales,ct4
327,Wales,25/12/2022,0,0,0,Wales,ct4
328,Wales,26/12/2022,0,0,0,Wales,ct4
329,Wales,27/12/2022,0,0,0,Wales,ct4
330,Wales,28/12/2022,0,0,0,Wales,ct4
331,Wales,29/12/2022,0,0,0,Wales,ct4
332,Wales,30/12/2022,0,0,0,Wales,ct4
333,Wales,31/12/2022,0,0,0,Wales,ct4
334,Wales,01/01/2023,0,0,0,Wales,ct4
335,Wales,02/01/2023,0,0,0,Wales,ct4
336,Wales,03/01/2023,0,0,0,Wales,ct4
337,Wales,09/11/2022,0,0,0,Wales,ct7
338,Wales,10/11/2022,0,0,0,Wales,ct7
339,Wales,11/11/2022,0,0,0,Wales,ct7
340,Wales,12/11/2022,0,0,0,Wales,ct7
341,Wales,13/11/2022,0,0,0,Wales,ct7
342,Wales,14/11/2022,0,0,0,Wales,ct7
343,Wales,15/11/2022,0,0,0,Wales,ct7
344,Wales,16/11/2022,0,0,0,Wales,ct7
345,Wales,17/11/2022,0,0,0,Wales,ct7
346,Wales,18/11/2022,0,0,0,Wales,ct7
347,Wales,19/11/2022,0,0,0,Wales,ct7
348,Wales,20/11/2022,0,0,0,Wales,ct7
349,Wales,21/11/2022,0,0,0,Wales,ct7
350,Wales,22/11/2022,0,0,0,Wales,ct7
351,Wales,23/11/2022,0,0,0,Wales,ct7
352,Wales,24/11/2022,0,0,0,Wales,ct7
353,Wales,25/11/2022,0,0,0,Wales,ct7
354,Wales,26/11/2022,0,0,0,Wales,ct7
355,Wales,27/11/2022,0,0,0,Wales,ct7
356,Wales,28/11/2022,0,0,0,Wales,ct7
357,Wales,29/11/2022,0,0,0,Wales,ct7
358,Wales,30/11/2022,0,0,0,Wales,ct7
359,Wales,01/12/2022,0,0,0,Wales,ct7
360,Wales,02/12/2022,0,0,0,Wales,ct7
361,Wales,03/12/2022,0,0,0,Wales,ct7
362,Wales,04/12/2022,0,0,0,Wales,ct7
363,Wales,05/12/2022,0,0,0,Wales,ct7
364,Wales,06/12/2022,0,0,0,Wales,ct7
365,Wales,07/12/2022,0,0,0,Wales,ct7
366,Wales,08/12/2022,0,0,0,Wales,ct7
367,Wales,09/12/2022,0,0,0,Wales,ct7
368,Wales,10/12/2022,0,0,0,Wales,ct7
369,Wales,11/12/2022,0,0,0,Wales,ct7
370,Wales,12/12/2022,0,0,0,Wales,ct7
371,Wales,13/12/2022,0,0,0,Wales,ct7
372,Wales,14/12/2022,0,0,0,Wales,ct7
373,Wales,15/12/2022,0,0,0,Wales,ct7
374,Wales,16/12/2022,0,0,0,Wales,ct7
375,Wales,17/12/2022,0,0,0,Wales,ct7
376,Wales,18/12/2022,0,0,0,Wales,ct7
377,Wales,19/12/2022,0,0,0,Wales,ct7
378,Wales,20/12/2022,0,0,0,Wales,ct7
379,Wales,21/12/2022,0,0,0,Wales,ct7
380,Wales,22/12/2022,0,0,0,Wales,ct7
381,Wales,23/12/2022,0,0,0,Wales,ct7
382,Wales,24/12/2022,0,0,0,Wales,ct7
383,Wales,25/12/2022,0,0,0,Wales,ct7
384,Wales,26/12/2022,0,0,0,Wales,ct7
385,Wales,27/12/2022,0,0,0,Wales,ct7
386,Wales,28/12/2022,0,0,0,Wales,ct7
387,Wales,29/12/2022,0,0,0,Wales,ct7
388,Wales,30/12/2022,0,0,0,Wales,ct7
389,Wales,31/12/2022,0,0,0,Wales,ct7
390,Wales,01/01/2023,0,0,0,Wales,ct7
391,Wales,02/01/2023,0,0,0,Wales,ct7
392,Wales,03/01/2023,0,0,0,Wales,ct7
393,Wales,09/11/2022,0,0,0,Wales,ctnot4not7
394,Wales,10/11/2022,0,0,0,Wales,ctnot4not7
395,Wales,11/11/2022,0,0,0,Wales,ctnot4not7
396,Wales,12/11/2022,0,0,0,Wales,ctnot4not7
397,Wales,13/11/2022,0,0,0,Wales,ctnot4not7
398,Wales,14/11/2022,0,0,0,Wales,ctnot4not7
399,Wales,15/11/2022,0,0,0,Wales,ctnot4not7
400,Wales,16/11/2022,0,0,0,Wales,ctnot4not7
401,Wales,17/11/2022,0,0,0,Wales,ctnot4not7
402,Wales,18/11/2022,0,0,0,Wales,ctnot4not7
403,Wales,19/11/2022,0,0,0,Wales,ctnot4not7
404,Wales,20/11/2022,0,0,0,Wales,ctnot4not7
405,Wales,21/11/2022,0,0,0,Wales,ctnot4not7
406,Wales,22/11/2022,0,0,0,Wales,ctnot4not7
407,Wales,23/11/2022,0,0,0,Wales,ctnot4not7
408,Wales,24/11/2022,0,0,0,Wales,ctnot4not7
409,Wales,25/11/2022,0,0,0,Wales,ctnot4not7
410,Wales,26/11/2022,0,0,0,Wales,ctnot4not7
411,Wales,27/11/2022,0,0,0,Wales,ctnot4not7
412,Wales,28/11/2022,0,0,0,Wales,ctnot4not7
413,Wales,29/11/2022,0,0,0,Wales,ctnot4not7
414,Wales,30/11/2022,0,0,0,Wales,ctnot4not7
415,Wales,01/12/2022,0,0,0,Wales,ctnot4not7
416,Wales,02/12/2022,0,0,0,Wales,ctnot4not7
417,Wales,03/12/2022,0,0,0,Wales,ctnot4not7
418,Wales,04/12/2022,0,0,0,Wales,ctnot4not7
419,Wales,05/12/2022,0,0,0,Wales,ctnot4not7
420,Wales,06/12/2022,0,0,0,Wales,ctnot4not7
421,Wales,07/12/2022,0,0,0,Wales,ctnot4not7
422,Wales,08/12/2022,0,0,0,Wales,ctnot4not7
423,Wales,09/12/2022,0,0,0,Wales,ctnot4not7
424,Wales,10/12/2022,0,0,0,Wales,ctnot4not7
425,Wales,11/12/2022,0,0,0,Wales,ctnot4not7
426,Wales,12/12/2022,0,0,0,Wales,ctnot4not7
427,Wales,13/12/2022,0,0,0,Wales,ctnot4not7
428,Wales,14/12/2022,0,0,0,Wales,ctnot4not7
429,Wales,15/12/2022,0,0,0,Wales,ctnot4not7
430,Wales,16/12/2022,0,0,0,Wales,ctnot4not7
431,Wales,17/12/2022,0,0,0,Wales,ctnot4not7
432,Wales,18/12/2022,0,0,0,Wales,ctnot4not7
433,Wales,19/12/2022,0,0,0,Wales,ctnot4not7
434,Wales,20/12/2022,0,0,0,Wales,ctnot4not7
435,Wales,21/12/2022,0,0,0,Wales,ctnot4not7
