X,study_day,visit_date,age_at_visit,region,prob,lower.CL,upper.CL
60,4,12/11/2022,3,North East,0,0,0
61,5,13/11/2022,3,North East,0,0,0
62,6,14/11/2022,3,North East,0,0,0
63,7,15/11/2022,3,North East,0,0,0
64,8,16/11/2022,3,North East,0,0,0
65,9,17/11/2022,3,North East,0,0,0
66,10,18/11/2022,3,North East,0,0,0
67,11,19/11/2022,3,North East,0,0,0
68,12,20/11/2022,3,North East,0,0,0
69,13,21/11/2022,3,North East,0,0,0
70,14,22/11/2022,3,North East,0,0,0
71,15,23/11/2022,3,North East,0,0,0
72,16,24/11/2022,3,North East,0,0,0
73,17,25/11/2022,3,North East,0,0,0
74,18,26/11/2022,3,North East,0,0,0
75,19,27/11/2022,3,North East,0,0,0
76,20,28/11/2022,3,North East,0,0,0
77,21,29/11/2022,3,North East,0,0,0
78,22,30/11/2022,3,North East,0,0,0
79,23,01/12/2022,3,North East,0,0,0
80,24,02/12/2022,3,North East,0,0,0
81,25,03/12/2022,3,North East,0,0,0
82,26,04/12/2022,3,North East,0,0,0
83,27,05/12/2022,3,North East,0,0,0
84,28,06/12/2022,3,North East,0,0,0
85,29,07/12/2022,3,North East,0,0,0
86,30,08/12/2022,3,North East,0,0,0
87,31,09/12/2022,3,North East,0,0,0
88,32,10/12/2022,3,North East,0,0,0
89,33,11/12/2022,3,North East,0,0,0
90,34,12/12/2022,3,North East,0,0,0
91,35,13/12/2022,3,North East,0,0,0
92,36,14/12/2022,3,North East,0,0,0
93,37,15/12/2022,3,North East,0,0,0
94,38,16/12/2022,3,North East,0,0,0
95,39,17/12/2022,3,North East,0,0,0
96,40,18/12/2022,3,North East,0,0,0
97,41,19/12/2022,3,North East,0,0,0
98,42,20/12/2022,3,North East,0,0,0
99,43,21/12/2022,3,North East,0,0,0
100,44,22/12/2022,3,North East,0,0,0
101,45,23/12/2022,3,North East,0,0,0
102,46,24/12/2022,3,North East,0,0,0
103,47,25/12/2022,3,North East,0,0,0
104,48,26/12/2022,3,North East,0,0,0
105,49,27/12/2022,3,North East,0,0,0
106,50,28/12/2022,3,North East,0,0,0
107,51,29/12/2022,3,North East,0,0,0
108,52,30/12/2022,3,North East,0,0,0
109,53,31/12/2022,3,North East,0,0,0
110,54,01/01/2023,3,North East,0,0,0
111,55,02/01/2023,3,North East,0,0,0
112,56,03/01/2023,3,North East,0,0,0
113,1,09/11/2022,4,North East,0,0,0
114,2,10/11/2022,4,North East,0,0,0
115,3,11/11/2022,4,North East,0,0,0
116,4,12/11/2022,4,North East,0,0,0
117,5,13/11/2022,4,North East,0,0,0
118,6,14/11/2022,4,North East,0,0,0
119,7,15/11/2022,4,North East,0,0,0
120,8,16/11/2022,4,North East,0,0,0
121,9,17/11/2022,4,North East,0,0,0
122,10,18/11/2022,4,North East,0,0,0
123,11,19/11/2022,4,North East,0,0,0
124,12,20/11/2022,4,North East,0,0,0
125,13,21/11/2022,4,North East,0,0,0
126,14,22/11/2022,4,North East,0,0,0
127,15,23/11/2022,4,North East,0,0,0
128,16,24/11/2022,4,North East,0,0,0
129,17,25/11/2022,4,North East,0,0,0
130,18,26/11/2022,4,North East,0,0,0
131,19,27/11/2022,4,North East,0,0,0
132,20,28/11/2022,4,North East,0,0,0
133,21,29/11/2022,4,North East,0,0,0
134,22,30/11/2022,4,North East,0,0,0
135,23,01/12/2022,4,North East,0,0,0
136,24,02/12/2022,4,North East,0,0,0
137,25,03/12/2022,4,North East,0,0,0
138,26,04/12/2022,4,North East,0,0,0
139,27,05/12/2022,4,North East,0,0,0
140,28,06/12/2022,4,North East,0,0,0
141,29,07/12/2022,4,North East,0,0,0
142,30,08/12/2022,4,North East,0,0,0
143,31,09/12/2022,4,North East,0,0,0
144,32,10/12/2022,4,North East,0,0,0
145,33,11/12/2022,4,North East,0,0,0
146,34,12/12/2022,4,North East,0,0,0
147,35,13/12/2022,4,North East,0,0,0
148,36,14/12/2022,4,North East,0,0,0
149,37,15/12/2022,4,North East,0,0,0
150,38,16/12/2022,4,North East,0,0,0
151,39,17/12/2022,4,North East,0,0,0
152,40,18/12/2022,4,North East,0,0,0
153,41,19/12/2022,4,North East,0,0,0
154,42,20/12/2022,4,North East,0,0,0
155,43,21/12/2022,4,North East,0,0,0
156,44,22/12/2022,4,North East,0,0,0
157,45,23/12/2022,4,North East,0,0,0
158,46,24/12/2022,4,North East,0,0,0
159,47,25/12/2022,4,North East,0,0,0
160,48,26/12/2022,4,North East,0,0,0
161,49,27/12/2022,4,North East,0,0,0
162,50,28/12/2022,4,North East,0,0,0
163,51,29/12/2022,4,North East,0,0,0
164,52,30/12/2022,4,North East,0,0,0
165,53,31/12/2022,4,North East,0,0,0
166,54,01/01/2023,4,North East,0,0,0
167,55,02/01/2023,4,North East,0,0,0
168,56,03/01/2023,4,North East,0,0,0
169,1,09/11/2022,5,North East,0,0,0
170,2,10/11/2022,5,North East,0,0,0
171,3,11/11/2022,5,North East,0,0,0
172,4,12/11/2022,5,North East,0,0,0
173,5,13/11/2022,5,North East,0,0,0
174,6,14/11/2022,5,North East,0,0,0
175,7,15/11/2022,5,North East,0,0,0
176,8,16/11/2022,5,North East,0,0,0
177,9,17/11/2022,5,North East,0,0,0
178,10,18/11/2022,5,North East,0,0,0
179,11,19/11/2022,5,North East,0,0,0
180,12,20/11/2022,5,North East,0,0,0
181,13,21/11/2022,5,North East,0,0,0
182,14,22/11/2022,5,North East,0,0,0
183,15,23/11/2022,5,North East,0,0,0
184,16,24/11/2022,5,North East,0,0,0
185,17,25/11/2022,5,North East,0,0,0
186,18,26/11/2022,5,North East,0,0,0
187,19,27/11/2022,5,North East,0,0,0
188,20,28/11/2022,5,North East,0,0,0
189,21,29/11/2022,5,North East,0,0,0
190,22,30/11/2022,5,North East,0,0,0
191,23,01/12/2022,5,North East,0,0,0
192,24,02/12/2022,5,North East,0,0,0
193,25,03/12/2022,5,North East,0,0,0
194,26,04/12/2022,5,North East,0,0,0
195,27,05/12/2022,5,North East,0,0,0
196,28,06/12/2022,5,North East,0,0,0
197,29,07/12/2022,5,North East,0,0,0
198,30,08/12/2022,5,North East,0,0,0
199,31,09/12/2022,5,North East,0,0,0
200,32,10/12/2022,5,North East,0,0,0
201,33,11/12/2022,5,North East,0,0,0
202,34,12/12/2022,5,North East,0,0,0
203,35,13/12/2022,5,North East,0,0,0
204,36,14/12/2022,5,North East,0,0,0
205,37,15/12/2022,5,North East,0,0,0
206,38,16/12/2022,5,North East,0,0,0
207,39,17/12/2022,5,North East,0,0,0
208,40,18/12/2022,5,North East,0,0,0
209,41,19/12/2022,5,North East,0,0,0
210,42,20/12/2022,5,North East,0,0,0
211,43,21/12/2022,5,North East,0,0,0
212,44,22/12/2022,5,North East,0,0,0
213,45,23/12/2022,5,North East,0,0,0
214,46,24/12/2022,5,North East,0,0,0
215,47,25/12/2022,5,North East,0,0,0
216,48,26/12/2022,5,North East,0,0,0
217,49,27/12/2022,5,North East,0,0,0
218,50,28/12/2022,5,North East,0,0,0
219,51,29/12/2022,5,North East,0,0,0
220,52,30/12/2022,5,North East,0,0,0
221,53,31/12/2022,5,North East,0,0,0
222,54,01/01/2023,5,North East,0,0,0
223,55,02/01/2023,5,North East,0,0,0
224,56,03/01/2023,5,North East,0,0,0
225,1,09/11/2022,6,North East,0,0,0
226,2,10/11/2022,6,North East,0,0,0
227,3,11/11/2022,6,North East,0,0,0
228,4,12/11/2022,6,North East,0,0,0
229,5,13/11/2022,6,North East,0,0,0
230,6,14/11/2022,6,North East,0,0,0
231,7,15/11/2022,6,North East,0,0,0
232,8,16/11/2022,6,North East,0,0,0
233,9,17/11/2022,6,North East,0,0,0
234,10,18/11/2022,6,North East,0,0,0
235,11,19/11/2022,6,North East,0,0,0
236,12,20/11/2022,6,North East,0,0,0
237,13,21/11/2022,6,North East,0,0,0
238,14,22/11/2022,6,North East,0,0,0
239,15,23/11/2022,6,North East,0,0,0
240,16,24/11/2022,6,North East,0,0,0
241,17,25/11/2022,6,North East,0,0,0
242,18,26/11/2022,6,North East,0,0,0
243,19,27/11/2022,6,North East,0,0,0
244,20,28/11/2022,6,North East,0,0,0
245,21,29/11/2022,6,North East,0,0,0
246,22,30/11/2022,6,North East,0,0,0
247,23,01/12/2022,6,North East,0,0,0
248,24,02/12/2022,6,North East,0,0,0
249,25,03/12/2022,6,North East,0,0,0
250,26,04/12/2022,6,North East,0,0,0
251,27,05/12/2022,6,North East,0,0,0
252,28,06/12/2022,6,North East,0,0,0
253,29,07/12/2022,6,North East,0,0,0
254,30,08/12/2022,6,North East,0,0,0
255,31,09/12/2022,6,North East,0,0,0
256,32,10/12/2022,6,North East,0,0,0
257,33,11/12/2022,6,North East,0,0,0
258,34,12/12/2022,6,North East,0,0,0
259,35,13/12/2022,6,North East,0,0,0
260,36,14/12/2022,6,North East,0,0,0
261,37,15/12/2022,6,North East,0,0,0
262,38,16/12/2022,6,North East,0,0,0
263,39,17/12/2022,6,North East,0,0,0
264,40,18/12/2022,6,North East,0,0,0
265,41,19/12/2022,6,North East,0,0,0
266,42,20/12/2022,6,North East,0,0,0
267,43,21/12/2022,6,North East,0,0,0
268,44,22/12/2022,6,North East,0,0,0
269,45,23/12/2022,6,North East,0,0,0
270,46,24/12/2022,6,North East,0,0,0
271,47,25/12/2022,6,North East,0,0,0
272,48,26/12/2022,6,North East,0,0,0
273,49,27/12/2022,6,North East,0,0,0
274,50,28/12/2022,6,North East,0,0,0
275,51,29/12/2022,6,North East,0,0,0
276,52,30/12/2022,6,North East,0,0,0
277,53,31/12/2022,6,North East,0,0,0
278,54,01/01/2023,6,North East,0,0,0
279,55,02/01/2023,6,North East,0,0,0
280,56,03/01/2023,6,North East,0,0,0
281,1,09/11/2022,7,North East,0,0,0
282,2,10/11/2022,7,North East,0,0,0
283,3,11/11/2022,7,North East,0,0,0
284,4,12/11/2022,7,North East,0,0,0
285,5,13/11/2022,7,North East,0,0,0
286,6,14/11/2022,7,North East,0,0,0
287,7,15/11/2022,7,North East,0,0,0
288,8,16/11/2022,7,North East,0,0,0
289,9,17/11/2022,7,North East,0,0,0
290,10,18/11/2022,7,North East,0,0,0
291,11,19/11/2022,7,North East,0,0,0
292,12,20/11/2022,7,North East,0,0,0
293,13,21/11/2022,7,North East,0,0,0
294,14,22/11/2022,7,North East,0,0,0
295,15,23/11/2022,7,North East,0,0,0
296,16,24/11/2022,7,North East,0,0,0
297,17,25/11/2022,7,North East,0,0,0
298,18,26/11/2022,7,North East,0,0,0
299,19,27/11/2022,7,North East,0,0,0
300,20,28/11/2022,7,North East,0,0,0
301,21,29/11/2022,7,North East,0,0,0
302,22,30/11/2022,7,North East,0,0,0
303,23,01/12/2022,7,North East,0,0,0
304,24,02/12/2022,7,North East,0,0,0
305,25,03/12/2022,7,North East,0,0,0
306,26,04/12/2022,7,North East,0,0,0
307,27,05/12/2022,7,North East,0,0,0
308,28,06/12/2022,7,North East,0,0,0
309,29,07/12/2022,7,North East,0,0,0
310,30,08/12/2022,7,North East,0,0,0
311,31,09/12/2022,7,North East,0,0,0
312,32,10/12/2022,7,North East,0,0,0
313,33,11/12/2022,7,North East,0,0,0
314,34,12/12/2022,7,North East,0,0,0
315,35,13/12/2022,7,North East,0,0,0
316,36,14/12/2022,7,North East,0,0,0
317,37,15/12/2022,7,North East,0,0,0
318,38,16/12/2022,7,North East,0,0,0
319,39,17/12/2022,7,North East,0,0,0
320,40,18/12/2022,7,North East,0,0,0
321,41,19/12/2022,7,North East,0,0,0
322,42,20/12/2022,7,North East,0,0,0
323,43,21/12/2022,7,North East,0,0,0
324,44,22/12/2022,7,North East,0,0,0
325,45,23/12/2022,7,North East,0,0,0
326,46,24/12/2022,7,North East,0,0,0
327,47,25/12/2022,7,North East,0,0,0
328,48,26/12/2022,7,North East,0,0,0
329,49,27/12/2022,7,North East,0,0,0
330,50,28/12/2022,7,North East,0,0,0
331,51,29/12/2022,7,North East,0,0,0
332,52,30/12/2022,7,North East,0,0,0
333,53,31/12/2022,7,North East,0,0,0
334,54,01/01/2023,7,North East,0,0,0
335,55,02/01/2023,7,North East,0,0,0
336,56,03/01/2023,7,North East,0,0,0
337,1,09/11/2022,8,North East,0,0,0
338,2,10/11/2022,8,North East,0,0,0
339,3,11/11/2022,8,North East,0,0,0
340,4,12/11/2022,8,North East,0,0,0
341,5,13/11/2022,8,North East,0,0,0
342,6,14/11/2022,8,North East,0,0,0
343,7,15/11/2022,8,North East,0,0,0
344,8,16/11/2022,8,North East,0,0,0
345,9,17/11/2022,8,North East,0,0,0
346,10,18/11/2022,8,North East,0,0,0
347,11,19/11/2022,8,North East,0,0,0
348,12,20/11/2022,8,North East,0,0,0
349,13,21/11/2022,8,North East,0,0,0
350,14,22/11/2022,8,North East,0,0,0
351,15,23/11/2022,8,North East,0,0,0
352,16,24/11/2022,8,North East,0,0,0
353,17,25/11/2022,8,North East,0,0,0
354,18,26/11/2022,8,North East,0,0,0
355,19,27/11/2022,8,North East,0,0,0
356,20,28/11/2022,8,North East,0,0,0
357,21,29/11/2022,8,North East,0,0,0
358,22,30/11/2022,8,North East,0,0,0
359,23,01/12/2022,8,North East,0,0,0
360,24,02/12/2022,8,North East,0,0,0
361,25,03/12/2022,8,North East,0,0,0
362,26,04/12/2022,8,North East,0,0,0
363,27,05/12/2022,8,North East,0,0,0
364,28,06/12/2022,8,North East,0,0,0
365,29,07/12/2022,8,North East,0,0,0
366,30,08/12/2022,8,North East,0,0,0
367,31,09/12/2022,8,North East,0,0,0
368,32,10/12/2022,8,North East,0,0,0
369,33,11/12/2022,8,North East,0,0,0
370,34,12/12/2022,8,North East,0,0,0
371,35,13/12/2022,8,North East,0,0,0
372,36,14/12/2022,8,North East,0,0,0
373,37,15/12/2022,8,North East,0,0,0
374,38,16/12/2022,8,North East,0,0,0
375,39,17/12/2022,8,North East,0,0,0
376,40,18/12/2022,8,North East,0,0,0
377,41,19/12/2022,8,North East,0,0,0
378,42,20/12/2022,8,North East,0,0,0
379,43,21/12/2022,8,North East,0,0,0
380,44,22/12/2022,8,North East,0,0,0
381,45,23/12/2022,8,North East,0,0,0
382,46,24/12/2022,8,North East,0,0,0
383,47,25/12/2022,8,North East,0,0,0
384,48,26/12/2022,8,North East,0,0,0
385,49,27/12/2022,8,North East,0,0,0
386,50,28/12/2022,8,North East,0,0,0
387,51,29/12/2022,8,North East,0,0,0
388,52,30/12/2022,8,North East,0,0,0
389,53,31/12/2022,8,North East,0,0,0
390,54,01/01/2023,8,North East,0,0,0
391,55,02/01/2023,8,North East,0,0,0
392,56,03/01/2023,8,North East,0,0,0
393,1,09/11/2022,9,North East,0,0,0
394,2,10/11/2022,9,North East,0,0,0
395,3,11/11/2022,9,North East,0,0,0
396,4,12/11/2022,9,North East,0,0,0
397,5,13/11/2022,9,North East,0,0,0
398,6,14/11/2022,9,North East,0,0,0
399,7,15/11/2022,9,North East,0,0,0
400,8,16/11/2022,9,North East,0,0,0
401,9,17/11/2022,9,North East,0,0,0
402,10,18/11/2022,9,North East,0,0,0
403,11,19/11/2022,9,North East,0,0,0
404,12,20/11/2022,9,North East,0,0,0
405,13,21/11/2022,9,North East,0,0,0
406,14,22/11/2022,9,North East,0,0,0
407,15,23/11/2022,9,North East,0,0,0
408,16,24/11/2022,9,North East,0,0,0
409,17,25/11/2022,9,North East,0,0,0
410,18,26/11/2022,9,North East,0,0,0
411,19,27/11/2022,9,North East,0,0,0
412,20,28/11/2022,9,North East,0,0,0
413,21,29/11/2022,9,North East,0,0,0
414,22,30/11/2022,9,North East,0,0,0
415,23,01/12/2022,9,North East,0,0,0
416,24,02/12/2022,9,North East,0,0,0
417,25,03/12/2022,9,North East,0,0,0
418,26,04/12/2022,9,North East,0,0,0
419,27,05/12/2022,9,North East,0,0,0
420,28,06/12/2022,9,North East,0,0,0
421,29,07/12/2022,9,North East,0,0,0
422,30,08/12/2022,9,North East,0,0,0
423,31,09/12/2022,9,North East,0,0,0
424,32,10/12/2022,9,North East,0,0,0
425,33,11/12/2022,9,North East,0,0,0
426,34,12/12/2022,9,North East,0,0,0
427,35,13/12/2022,9,North East,0,0,0
428,36,14/12/2022,9,North East,0,0,0
429,37,15/12/2022,9,North East,0,0,0
430,38,16/12/2022,9,North East,0,0,0
431,39,17/12/2022,9,North East,0,0,0
432,40,18/12/2022,9,North East,0,0,0
433,41,19/12/2022,9,North East,0,0,0
434,42,20/12/2022,9,North East,0,0,0
435,43,21/12/2022,9,North East,0,0,0
436,44,22/12/2022,9,North East,0,0,0
437,45,23/12/2022,9,North East,0,0,0
438,46,24/12/2022,9,North East,0,0,0
439,47,25/12/2022,9,North East,0,0,0
440,48,26/12/2022,9,North East,0,0,0
441,49,27/12/2022,9,North East,0,0,0
442,50,28/12/2022,9,North East,0,0,0
443,51,29/12/2022,9,North East,0,0,0
444,52,30/12/2022,9,North East,0,0,0
445,53,31/12/2022,9,North East,0,0,0
446,54,01/01/2023,9,North East,0,0,0
447,55,02/01/2023,9,North East,0,0,0
448,56,03/01/2023,9,North East,0,0,0
449,1,09/11/2022,10,North East,0,0,0
450,2,10/11/2022,10,North East,0,0,0
451,3,11/11/2022,10,North East,0,0,0
452,4,12/11/2022,10,North East,0,0,0
453,5,13/11/2022,10,North East,0,0,0
454,6,14/11/2022,10,North East,0,0,0
455,7,15/11/2022,10,North East,0,0,0
456,8,16/11/2022,10,North East,0,0,0
457,9,17/11/2022,10,North East,0,0,0
458,10,18/11/2022,10,North East,0,0,0
459,11,19/11/2022,10,North East,0,0,0
460,12,20/11/2022,10,North East,0,0,0
461,13,21/11/2022,10,North East,0,0,0
462,14,22/11/2022,10,North East,0,0,0
463,15,23/11/2022,10,North East,0,0,0
464,16,24/11/2022,10,North East,0,0,0
465,17,25/11/2022,10,North East,0,0,0
466,18,26/11/2022,10,North East,0,0,0
467,19,27/11/2022,10,North East,0,0,0
468,20,28/11/2022,10,North East,0,0,0
469,21,29/11/2022,10,North East,0,0,0
470,22,30/11/2022,10,North East,0,0,0
471,23,01/12/2022,10,North East,0,0,0
472,24,02/12/2022,10,North East,0,0,0
473,25,03/12/2022,10,North East,0,0,0
474,26,04/12/2022,10,North East,0,0,0
475,27,05/12/2022,10,North East,0,0,0
476,28,06/12/2022,10,North East,0,0,0
477,29,07/12/2022,10,North East,0,0,0
478,30,08/12/2022,10,North East,0,0,0
479,31,09/12/2022,10,North East,0,0,0
480,32,10/12/2022,10,North East,0,0,0
481,33,11/12/2022,10,North East,0,0,0
482,34,12/12/2022,10,North East,0,0,0
483,35,13/12/2022,10,North East,0,0,0
484,36,14/12/2022,10,North East,0,0,0
485,37,15/12/2022,10,North East,0,0,0
486,38,16/12/2022,10,North East,0,0,0
487,39,17/12/2022,10,North East,0,0,0
488,40,18/12/2022,10,North East,0,0,0
489,41,19/12/2022,10,North East,0,0,0
490,42,20/12/2022,10,North East,0,0,0
491,43,21/12/2022,10,North East,0,0,0
492,44,22/12/2022,10,North East,0,0,0
493,45,23/12/2022,10,North East,0,0,0
494,46,24/12/2022,10,North East,0,0,0
495,47,25/12/2022,10,North East,0,0,0
496,48,26/12/2022,10,North East,0,0,0
497,49,27/12/2022,10,North East,0,0,0
498,50,28/12/2022,10,North East,0,0,0
499,51,29/12/2022,10,North East,0,0,0
500,52,30/12/2022,10,North East,0,0,0
501,53,31/12/2022,10,North East,0,0,0
502,54,01/01/2023,10,North East,0,0,0
503,55,02/01/2023,10,North East,0,0,0
504,56,03/01/2023,10,North East,0,0,0
505,1,09/11/2022,11,North East,0,0,0
506,2,10/11/2022,11,North East,0,0,0
507,3,11/11/2022,11,North East,0,0,0
508,4,12/11/2022,11,North East,0,0,0
509,5,13/11/2022,11,North East,0,0,0
510,6,14/11/2022,11,North East,0,0,0
511,7,15/11/2022,11,North East,0,0,0
512,8,16/11/2022,11,North East,0,0,0
513,9,17/11/2022,11,North East,0,0,0
514,10,18/11/2022,11,North East,0,0,0
515,11,19/11/2022,11,North East,0,0,0
516,12,20/11/2022,11,North East,0,0,0
517,13,21/11/2022,11,North East,0,0,0
518,14,22/11/2022,11,North East,0,0,0
519,15,23/11/2022,11,North East,0,0,0
520,16,24/11/2022,11,North East,0,0,0
521,17,25/11/2022,11,North East,0,0,0
522,18,26/11/2022,11,North East,0,0,0
523,19,27/11/2022,11,North East,0,0,0
524,20,28/11/2022,11,North East,0,0,0
525,21,29/11/2022,11,North East,0,0,0
526,22,30/11/2022,11,North East,0,0,0
527,23,01/12/2022,11,North East,0,0,0
528,24,02/12/2022,11,North East,0,0,0
529,25,03/12/2022,11,North East,0,0,0
530,26,04/12/2022,11,North East,0,0,0
531,27,05/12/2022,11,North East,0,0,0
532,28,06/12/2022,11,North East,0,0,0
533,29,07/12/2022,11,North East,0,0,0
534,30,08/12/2022,11,North East,0,0,0
535,31,09/12/2022,11,North East,0,0,0
536,32,10/12/2022,11,North East,0,0,0
537,33,11/12/2022,11,North East,0,0,0
538,34,12/12/2022,11,North East,0,0,0
539,35,13/12/2022,11,North East,0,0,0
540,36,14/12/2022,11,North East,0,0,0
541,37,15/12/2022,11,North East,0,0,0
542,38,16/12/2022,11,North East,0,0,0
543,39,17/12/2022,11,North East,0,0,0
544,40,18/12/2022,11,North East,0,0,0
545,41,19/12/2022,11,North East,0,0,0
546,42,20/12/2022,11,North East,0,0,0
547,43,21/12/2022,11,North East,0,0,0
548,44,22/12/2022,11,North East,0,0,0
549,45,23/12/2022,11,North East,0,0,0
550,46,24/12/2022,11,North East,0,0,0
551,47,25/12/2022,11,North East,0,0,0
552,48,26/12/2022,11,North East,0,0,0
553,49,27/12/2022,11,North East,0,0,0
554,50,28/12/2022,11,North East,0,0,0
555,51,29/12/2022,11,North East,0,0,0
556,52,30/12/2022,11,North East,0,0,0
557,53,31/12/2022,11,North East,0,0,0
558,54,01/01/2023,11,North East,0,0,0
559,55,02/01/2023,11,North East,0,0,0
560,56,03/01/2023,11,North East,0,0,0
561,1,09/11/2022,12,North East,0,0,0
562,2,10/11/2022,12,North East,0,0,0
563,3,11/11/2022,12,North East,0,0,0
564,4,12/11/2022,12,North East,0,0,0
565,5,13/11/2022,12,North East,0,0,0
566,6,14/11/2022,12,North East,0,0,0
567,7,15/11/2022,12,North East,0,0,0
568,8,16/11/2022,12,North East,0,0,0
569,9,17/11/2022,12,North East,0,0,0
570,10,18/11/2022,12,North East,0,0,0
571,11,19/11/2022,12,North East,0,0,0
572,12,20/11/2022,12,North East,0,0,0
573,13,21/11/2022,12,North East,0,0,0
574,14,22/11/2022,12,North East,0,0,0
575,15,23/11/2022,12,North East,0,0,0
576,16,24/11/2022,12,North East,0,0,0
577,17,25/11/2022,12,North East,0,0,0
578,18,26/11/2022,12,North East,0,0,0
579,19,27/11/2022,12,North East,0,0,0
580,20,28/11/2022,12,North East,0,0,0
581,21,29/11/2022,12,North East,0,0,0
582,22,30/11/2022,12,North East,0,0,0
583,23,01/12/2022,12,North East,0,0,0
584,24,02/12/2022,12,North East,0,0,0
585,25,03/12/2022,12,North East,0,0,0
586,26,04/12/2022,12,North East,0,0,0
587,27,05/12/2022,12,North East,0,0,0
588,28,06/12/2022,12,North East,0,0,0
589,29,07/12/2022,12,North East,0,0,0
590,30,08/12/2022,12,North East,0,0,0
591,31,09/12/2022,12,North East,0,0,0
592,32,10/12/2022,12,North East,0,0,0
593,33,11/12/2022,12,North East,0,0,0
594,34,12/12/2022,12,North East,0,0,0
595,35,13/12/2022,12,North East,0,0,0
596,36,14/12/2022,12,North East,0,0,0
597,37,15/12/2022,12,North East,0,0,0
598,38,16/12/2022,12,North East,0,0,0
599,39,17/12/2022,12,North East,0,0,0
600,40,18/12/2022,12,North East,0,0,0
601,41,19/12/2022,12,North East,0,0,0
602,42,20/12/2022,12,North East,0,0,0
603,43,21/12/2022,12,North East,0,0,0
604,44,22/12/2022,12,North East,0,0,0
605,45,23/12/2022,12,North East,0,0,0
606,46,24/12/2022,12,North East,0,0,0
607,47,25/12/2022,12,North East,0,0,0
608,48,26/12/2022,12,North East,0,0,0
609,49,27/12/2022,12,North East,0,0,0
610,50,28/12/2022,12,North East,0,0,0
611,51,29/12/2022,12,North East,0,0,0
612,52,30/12/2022,12,North East,0,0,0
613,53,31/12/2022,12,North East,0,0,0
614,54,01/01/2023,12,North East,0,0,0
615,55,02/01/2023,12,North East,0,0,0
616,56,03/01/2023,12,North East,0,0,0
617,1,09/11/2022,13,North East,0,0,0
618,2,10/11/2022,13,North East,0,0,0
619,3,11/11/2022,13,North East,0,0,0
620,4,12/11/2022,13,North East,0,0,0
621,5,13/11/2022,13,North East,0,0,0
622,6,14/11/2022,13,North East,0,0,0
623,7,15/11/2022,13,North East,0,0,0
624,8,16/11/2022,13,North East,0,0,0
625,9,17/11/2022,13,North East,0,0,0
626,10,18/11/2022,13,North East,0,0,0
627,11,19/11/2022,13,North East,0,0,0
628,12,20/11/2022,13,North East,0,0,0
629,13,21/11/2022,13,North East,0,0,0
630,14,22/11/2022,13,North East,0,0,0
631,15,23/11/2022,13,North East,0,0,0
632,16,24/11/2022,13,North East,0,0,0
633,17,25/11/2022,13,North East,0,0,0
