Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2022-w10,2022-W10,2022-w10,,84,,http://reference.data.gov.uk/id/week/2022-W10
2022-w11,2022-W11,2022-w11,,85,,http://reference.data.gov.uk/id/week/2022-W11
2022-w12,2022-W12,2022-w12,,86,,http://reference.data.gov.uk/id/week/2022-W12
2022-w13,2022-W13,2022-w13,,87,,http://reference.data.gov.uk/id/week/2022-W13
2022-w14,2022-W14,2022-w14,,88,,http://reference.data.gov.uk/id/week/2022-W14
2022-w15,2022-W15,2022-w15,,89,,http://reference.data.gov.uk/id/week/2022-W15
2022-w16,2022-W16,2022-w16,,90,,http://reference.data.gov.uk/id/week/2022-W16
2022-w17,2022-W17,2022-w17,,91,,http://reference.data.gov.uk/id/week/2022-W17
2022-w18,2022-W18,2022-w18,,92,,http://reference.data.gov.uk/id/week/2022-W18
2022-w19,2022-W19,2022-w19,,93,,http://reference.data.gov.uk/id/week/2022-W19
2022-w2,2022-W2,2022-w2,,94,,http://reference.data.gov.uk/id/week/2022-W2
2022-w20,2022-W20,2022-w20,,95,,http://reference.data.gov.uk/id/week/2022-W20
2022-w21,2022-W21,2022-w21,,96,,http://reference.data.gov.uk/id/week/2022-W21
2022-w22,2022-W22,2022-w22,,97,,http://reference.data.gov.uk/id/week/2022-W22
2022-w23,2022-W23,2022-w23,,98,,http://reference.data.gov.uk/id/week/2022-W23
2022-w24,2022-W24,2022-w24,,99,,http://reference.data.gov.uk/id/week/2022-W24
2022-w25,2022-W25,2022-w25,,100,,http://reference.data.gov.uk/id/week/2022-W25
2022-w26,2022-W26,2022-w26,,101,,http://reference.data.gov.uk/id/week/2022-W26
2022-w27,2022-W27,2022-w27,,102,,http://reference.data.gov.uk/id/week/2022-W27
2022-w28,2022-W28,2022-w28,,103,,http://reference.data.gov.uk/id/week/2022-W28
2022-w29,2022-W29,2022-w29,,104,,http://reference.data.gov.uk/id/week/2022-W29
2022-w3,2022-W3,2022-w3,,105,,http://reference.data.gov.uk/id/week/2022-W3
2022-w30,2022-W30,2022-w30,,106,,http://reference.data.gov.uk/id/week/2022-W30
2022-w32,2022-W32,2022-w32,,107,,http://reference.data.gov.uk/id/week/2022-W32
2022-w33,2022-W33,2022-w33,,108,,http://reference.data.gov.uk/id/week/2022-W33
2022-w34,2022-W34,2022-w34,,109,,http://reference.data.gov.uk/id/week/2022-W34
2022-w35,2022-W35,2022-w35,,110,,http://reference.data.gov.uk/id/week/2022-W35
2022-w36,2022-W36,2022-w36,,111,,http://reference.data.gov.uk/id/week/2022-W36
2022-w37,2022-W37,2022-w37,,112,,http://reference.data.gov.uk/id/week/2022-W37
2022-w39,2022-W39,2022-w39,,113,,http://reference.data.gov.uk/id/week/2022-W39
2022-w4,2022-W4,2022-w4,,114,,http://reference.data.gov.uk/id/week/2022-W4
2022-w40,2022-W40,2022-w40,,115,,http://reference.data.gov.uk/id/week/2022-W40
2022-w41,2022-W41,2022-w41,,116,,http://reference.data.gov.uk/id/week/2022-W41
2022-w42,2022-W42,2022-w42,,117,,http://reference.data.gov.uk/id/week/2022-W42
2022-w43,2022-W43,2022-w43,,118,,http://reference.data.gov.uk/id/week/2022-W43
2022-w44,2022-W44,2022-w44,,119,,http://reference.data.gov.uk/id/week/2022-W44
2022-w45,2022-W45,2022-w45,,120,,http://reference.data.gov.uk/id/week/2022-W45
2022-w46,2022-W46,2022-w46,,121,,http://reference.data.gov.uk/id/week/2022-W46
2022-w48,2022-W48,2022-w48,,122,,http://reference.data.gov.uk/id/week/2022-W48
2022-w5,2022-W5,2022-w5,,123,,http://reference.data.gov.uk/id/week/2022-W5
2022-w51,2022-W51,2022-w51,,124,,http://reference.data.gov.uk/id/week/2022-W51
2022-w52,2022-W52,2022-w52,,125,,http://reference.data.gov.uk/id/week/2022-W52
2022-w6,2022-W6,2022-w6,,126,,http://reference.data.gov.uk/id/week/2022-W6
2022-w7,2022-W7,2022-w7,,127,,http://reference.data.gov.uk/id/week/2022-W7
2022-w8,2022-W8,2022-w8,,128,,http://reference.data.gov.uk/id/week/2022-W8
2022-w9,2022-W9,2022-w9,,129,,http://reference.data.gov.uk/id/week/2022-W9
